OBJECTID_1,SiteID,FieldWetla,FieldVeldA,FieldAlien,Latitude,Longitude,PairID,RecordingN,Year,Month,Day,Campaign,AVIRIS,LVIS,WetlandTyp,LandCoverC,ElevationC,FireClass,CLUSTER_ID,COLOR_ID
826,s2lam088_231011,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.987441,23.392195,64,727,23,10,11,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,6-to-12 years,77,3
795,s2lam093_230804,Not available,Not available,Not available,-33.9431,23.1421,80,726,23,8,4,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,5,5
752,s2lam125_231014,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.615637,23.442153,103,1122,23,10,14,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,16,3
842,s2lam076_231025,Not near (100 m) any water,Not available,None,-33.443832,20.807768,55,587,23,10,25,Dry season,Y,Y,NA,Shrubland-Karoo,Medium: 500-1000 m,No data or No Fire,51,2
770,s2lam111_231013,Not near (100 m) any water,"Young (burned, < 6 yrs)",None,-33.362803,22.06435,93,1007,23,10,13,Dry season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,12-to-17 years,49,8
755,s2lam017_231128,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.117189,18.085847,102,1281,23,11,28,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,7,3
871,s2lam042_230705,Not available,Not available,Not available,-33.9195,19.1618,38,590,23,7,5,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,63,1
767,s2lam142_230717,Not available,Not available,Not available,-33.623148,23.4502,95,1431,23,7,17,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,16,3
793,s2lam176_231123,Not near (100 m) any water,Intermediate (6-17 yrs),Scattered to Medium,-32.148283,18.940516,81,429,23,11,23,Dry season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,41,4
825,s2lam038_231130,Not near (100 m) any water,Old (> 17 yrs),Rare to Very Scattered,-33.957406,23.569838,65,868,23,11,30,Dry season,Y,Y,NA,Agriculture,Low: 0-500 m,No data or No Fire,75,2
830,s2lam074_230703,Not available,Not available,Not available,-33.9867,23.394456,62,569,23,7,3,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,25+ years,77,3
860,s2lam148_231114,Not near (100 m) any water,Intermediate (6-17 yrs),Rare to Very Scattered,-33.908868,22.023463,45,583,23,11,14,Dry season,Y,N,NA,Forest-Woodland,Medium: 500-1000 m,1-to-6 years,4,5
757,s2lam042_231106,Not near (100 m) any water,Intermediate (6-17 yrs),None,-32.431301,19.141576,101,695,23,11,6,Dry season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,59,3
844,s2lam135_230725,Not available,Not available,Not available,-33.4438,20.80778,55,983,23,7,25,Wet season,Y,Y,NA,Shrubland-Karoo,Medium: 500-1000 m,No data or No Fire,51,2
848,s2lam116_231110,Not near (100 m) any water,"Young (burned, < 6 yrs)",None,-34.409568,20.57758,53,723,23,11,10,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,6-to-12 years,80,6
834,s2lam074_230718,Not available,Not available,Not available,-34.082254,22.960855,59,574,23,7,18,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,6,5
765,s2lam164_230815,Not available,Not available,Not available,-33.886017,22.4231,96,1002,23,8,15,Wet season,Y,N,NA,Forest-Woodland,Medium: 500-1000 m,1-to-6 years,3,2
764,s2lam147_231113,Within 50 m of a river or stream,"Young (burned, < 6 yrs)",Rare to Very Scattered,-33.885992,22.423099,96,565,23,11,13,Dry season,Y,N,NA,Forest-Woodland,Medium: 500-1000 m,1-to-6 years,3,2
773,s2lam154_230717,Not available,Not available,Not available,-33.6081,23.4298,92,326,23,7,17,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,16,3
838,s2lam023_230727,Not available,Not available,Not available,-33.9172,19.884265,57,1000,23,7,27,Wet season,Y,Y,NA,Grassland,Low: 0-500 m,No data or No Fire,58,2
819,s2lam151_231117,Within 50 m of a river or stream,Old (> 17 yrs),None,-33.678003,23.147408,68,571,23,11,17,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,91,4
750,s2lam029_231106,Not available,Not available,Not available,-33.682252,21.556757,105,1132,23,11,6,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,27,4
855,s2lam074_231011,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.984909,23.388376,47,728,23,10,11,Dry season,Y,Y,NA,Agriculture,Low: 0-500 m,No data or No Fire,77,3
760,s2lam071_231127,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.197724,18.086577,99,1266,23,11,27,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,56,5
823,s2lam038_231011,Not near (100 m) any water,Old (> 17 yrs),None,-33.97393,23.39704,66,724,23,10,11,Dry season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,77,3
774,s2lam074_231020,Within 50 m of a river or stream,Old (> 17 yrs),None,-33.97891,22.604538,91,722,23,10,20,Dry season,Y,Y,River,Forest-Woodland,Low: 0-500 m,No data or No Fire,46,3
832,s2lam111_230707,Not available,Not available,Not available,-33.5887,23.423382,61,1124,23,7,7,Wet season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,16,3
853,s2lam026_231029,Within 50 m of a river or stream,Old (> 17 yrs),None,-34.676853,19.64181,48,997,23,10,29,Dry season,Y,N,Seep,Agriculture,Low: 0-500 m,No data or No Fire,72,4
872,s2lam185_231123,Not near (100 m) any water,Intermediate (6-17 yrs),Rare to Very Scattered,-33.919364,19.161827,38,432,23,11,23,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,63,1
859,s2lam147_230721,Not available,Not available,Not available,-33.908915,22.0235,45,709,23,7,21,Wet season,Y,N,NA,Forest-Woodland,Medium: 500-1000 m,1-to-6 years,4,5
799,s2lam084_230820,Not available,Not available,Not available,-34.733332,19.6782,78,856,23,8,20,Wet season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,54,7
781,s2lam126_231029,Within 50 m of a river or stream,Old (> 17 yrs),Rare to Very Scattered,-34.647204,19.604164,88,980,23,10,29,Dry season,Y,Y,Channelled valley-bottom,Forest-Woodland,Low: 0-500 m,No data or No Fire,72,4
778,s2lam072_230812,Not available,Not available,Not available,-32.233747,19.120322,89,1426,23,8,12,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,20,4
828,s2lam016_231011,Not near (100 m) any water,Old (> 17 yrs),None,-34.001699,23.404389,63,722,23,10,11,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,77,3
852,s2lam105_230725,Not available,Not available,Not available,-34.400341,20.5559,49,738,23,7,25,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,25+ years,80,6
769,s2lam065_230710,Not available,Not available,Not available,-34.111324,18.445368,94,580,23,7,10,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
843,s2lam125_230725,Not available,Not available,Not available,-33.44379,20.80778,55,894,23,7,25,Wet season,Y,Y,NA,Shrubland-Karoo,Medium: 500-1000 m,No data or No Fire,51,2
864,s2lam107_231117,Not near (100 m) any water,Old (> 17 yrs),None,-34.042136,23.192225,43,726,23,11,17,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,67,2
829,s2lam104_230703,Not available,Not available,Not available,-34.0017,23.404362,63,571,23,7,3,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,77,3
756,s2lam030_230805,Not available,Not available,Not available,-32.4313,19.141562,101,767,23,8,5,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,59,3
845,s2lam052_231115,Not near (100 m) any water,Intermediate (6-17 yrs),Rare to Very Scattered,-34.104815,18.445317,54,597,23,11,15,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
868,s2lam087_230808,Not available,Not available,Not available,-33.6736,21.548387,41,977,23,8,8,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,27,4
785,s2lam099_230703,Not available,Not available,Not available,-34.0002,18.956959,85,993,23,7,3,Wet season,Y,N,NA,Forest-Woodland,Medium: 500-1000 m,1-to-6 years,94,1
837,s2lam096_230823,Not available,Not available,Not available,-34.3561,18.8584,58,700,23,8,23,Wet season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,66,6
777,s2lam108_230726,Not available,Not available,Not available,-33.7203,21.6417,90,997,23,7,26,Wet season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,31,6
861,s2lam125_230713,Not available,Not available,Not available,-33.354623,22.051863,44,875,23,7,13,Wet season,Y,Y,NA,Grassland,High: >1000 m,6-to-12 years,49,8
753,s2lam127_230717,Not available,Not available,Not available,-33.615623,23.4421,103,1434,23,7,17,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,16,3
780,s2lam063_230630,Not available,Not available,Not available,-34.6472,19.604177,88,567,23,6,30,Wet season,Y,Y,Channelled valley-bottom,Forest-Woodland,Low: 0-500 m,No data or No Fire,72,4
782,s2lam063_231125,In or near (25 m) wetland,Old (> 17 yrs),None,-34.746738,19.976938,86,570,23,11,25,Dry season,Y,N,Estuary,Wetland,Low: 0-500 m,No data or No Fire,87,7
786,s2lam049_230809,Not available,Not available,Not available,-33.6584,23.1341,84,710,23,8,9,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,36,3
851,s2lam084_231110,Not near (100 m) any water,"Young (burned, < 6 yrs)",Rare to Very Scattered,-34.400334,20.555894,49,724,23,11,10,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,25+ years,80,6
835,s2lam088_231027,Not near (100 m) any water,Old (> 17 yrs),Scattered to Medium,-34.082229,22.960842,59,720,23,10,27,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,6,5
763,s2lam051_231030,Within 50 m of a river or stream,Intermediate (6-17 yrs),Scattered to Medium,-33.949391,21.05756,97,1434,23,10,30,Dry season,Y,N,Seep,Forest-Woodland,Low: 0-500 m,6-to-12 years,106,5
869,s2lam015_231128,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.113294,18.074722,39,1281,23,11,28,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,7,3
776,s2lam087_231019,Not available,Not available,Not available,-33.720262,21.641724,90,1010,23,10,19,Dry season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,31,6
794,s2lam038_231110,Not near (100 m) any water,Old (> 17 yrs),None,-33.943021,23.142143,80,716,23,11,10,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,5,5
831,s2lam114_231011,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.986691,23.394443,62,727,23,10,11,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,25+ years,77,3
857,s2lam052_230702,Not available,Not available,Not available,-34.10104,18.447066,46,583,23,7,2,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
801,s2lam136_230727,Not available,Not available,Not available,-33.911772,19.885455,77,998,23,7,27,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,58,2
758,s2lam016_231103,Not near (100 m) any water,Old (> 17 yrs),None,-33.913483,22.949432,100,716,23,11,3,Dry season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,33,6
802,s2lam067_230713,Not available,Not available,Not available,-33.2704,22.0515,76,834,23,7,13,Wet season,Y,N,NA,Shrubland-Karoo,Medium: 500-1000 m,No data or No Fire,86,5
759,s2lam040_230725,Not available,Not available,Not available,-33.913512,22.9494,100,1007,23,7,25,Wet season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,33,6
867,s2lam082_231106,Not available,Not available,Not available,-33.673542,21.548363,41,1130,23,11,6,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,27,4
811,s2lam082_231019,Not available,Not available,Not available,-33.682301,21.648161,72,1010,23,10,19,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,92,2
856,s2lam093_230703,Not available,Not available,Not available,-33.9849,23.3884,47,569,23,7,3,Wet season,Y,Y,NA,Agriculture,Low: 0-500 m,No data or No Fire,77,3
858,s2lam184_231124,Not near (100 m) any water,"Young (burned, < 6 yrs)",None,-34.101002,18.447055,46,438,23,11,24,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
847,s2lam026_230725,Not available,Not available,Not available,-34.4096,20.577581,53,730,23,7,25,Wet season,Y,Y,NA,Agriculture,Low: 0-500 m,6-to-12 years,80,6
870,s2lam073_230807,Not available,Not available,Not available,-33.113319,18.0747,39,1110,23,8,7,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,7,3
808,s2lam117_231005,Within 50 m of a river or stream,Old (> 17 yrs),None,-33.345622,21.818577,73,873,23,10,5,Dry season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,99,7
790,s2lam079_230811,Not available,Not available,Not available,-34.0576,23.2229,82,715,23,8,11,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,67,2
820,s2lam084_230725,Not available,Not available,Not available,-34.373714,20.5177,67,747,23,7,25,Wet season,Y,Y,NA,Wetland,Low: 0-500 m,25+ years,74,7
810,s2lam029_230726,Not available,Not available,Not available,-33.6823,21.648185,72,998,23,7,26,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,92,2
836,s2lam047_231107,Not near (100 m) any water,"Young (burned, < 6 yrs)",Rare to Very Scattered,-34.355985,18.858381,58,1121,23,11,7,Dry season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,66,6
796,s2lam027_231103,Within 50 m of a river or stream,Intermediate (6-17 yrs),Rare to Very Scattered,-34.085742,18.420298,79,577,23,11,3,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
772,s2lam076_231001,Within 50 m of a river or stream,Intermediate (6-17 yrs),None,-33.608082,23.429878,92,1007,23,10,1,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,16,3
788,s2lam058_231016,Not near (100 m) any water,Intermediate (6-17 yrs),None,-34.724473,19.765102,83,563,23,10,16,Dry season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,11,5
803,s2lam149_231013,Not near (100 m) any water,Not available,None,-33.270342,22.051455,76,958,23,10,13,Dry season,Y,N,NA,Shrubland-Karoo,Medium: 500-1000 m,No data or No Fire,86,5
846,s2lam071_230717,Not available,Not available,Not available,-34.104813,18.445337,54,1153,23,7,17,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
862,s2lam144_231013,Not near (100 m) any water,"Young (burned, < 6 yrs)",None,-33.354563,22.051887,44,998,23,10,13,Dry season,Y,Y,NA,Grassland,High: >1000 m,6-to-12 years,49,8
805,s2lam159_231003,Not near (100 m) any water,Not available,None,-33.56526,23.376463,75,820,23,10,3,Dry season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,50,4
762,s2lam045_230808,Not available,Not available,Not available,-33.949347,21.057652,97,1298,23,8,8,Wet season,Y,N,NA,Forest-Woodland,Low: 0-500 m,6-to-12 years,106,5
804,s2lam149_230707,Not available,Not available,Not available,-33.5653,23.3765,75,325,23,7,7,Wet season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,50,4
775,s2lam107_230711,Not available,Not available,Not available,-33.9788,22.6045,91,577,23,7,11,Wet season,Y,Y,Estuary,Forest-Woodland,Low: 0-500 m,No data or No Fire,46,3
797,s2lam051_230717,Not available,Not available,Not available,-34.085749,18.420383,79,1143,23,7,17,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
817,s2lam138_231117,Not near (100 m) any water,Old (> 17 yrs),None,-33.914805,23.14512,69,565,23,11,17,Dry season,Y,Y,NA,Forest-Woodland,Medium: 500-1000 m,No data or No Fire,61,4
824,s2lam016_230829,Not available,Not available,Not available,-33.957382,23.569836,65,1149,23,8,29,Wet season,Y,Y,NA,Agriculture,Low: 0-500 m,No data or No Fire,75,2
771,s2lam131_230713,Not available,Not available,Not available,-33.3628,22.064382,93,883,23,7,13,Wet season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,12-to-17 years,49,8
850,s2lam156_230713,Not available,Not available,Not available,-33.3581,22.0541,52,586,23,7,13,Wet season,Y,Y,NA,Grassland,High: >1000 m,6-to-12 years,49,8
809,s2lam119_230815,Not available,Not available,Not available,-33.3456,21.818577,73,1142,23,8,15,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,99,7
818,s2lam138_230809,Not available,Not available,Not available,-33.678,23.1473,68,703,23,8,9,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,91,4
816,s2lam076_230809,Not available,Not available,Not available,-33.914797,23.144992,69,696,23,8,9,Wet season,Y,Y,NA,Forest-Woodland,Medium: 500-1000 m,No data or No Fire,61,4
841,s2lam096_230807,Not available,Not available,Not available,-33.1629,18.1276,56,1141,23,8,7,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,93,7
833,s2lam138_230930,Within 50 m of a river or stream,Intermediate (6-17 yrs),None,-33.588717,23.423347,61,1144,23,9,30,Dry season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,16,3
879,s2lam158_231203,In or near (25 m) wetland,Not available,Rare to Very Scattered,-33.584825,23.401063,34,1858,23,12,3,Dry season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,16,3
893,s2lam159_230815,Not available,Not available,Not available,-33.342,22.0047,27,1180,23,8,15,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,6-to-12 years,49,8
915,s2lam056_231107,Within 50 m of a river or stream,Intermediate (6-17 yrs),Rare to Very Scattered,-34.358271,18.852811,15,1121,23,11,7,Dry season,Y,N,Seep,Shrubland-Fynbos,Low: 0-500 m,25+ years,66,6
883,s2lam161_230807,Not available,Not available,Not available,-34.7049,20.091,32,576,23,8,7,Wet season,Y,Y,Estuary,Agriculture,Low: 0-500 m,No data or No Fire,26,8
975,s2lam108_230822,Not available,Not available,Not available,-33.647884,21.638218,-1,997,23,8,22,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,25+ years,69,3
970,s2lam084_230813,Not available,Not available,Not available,-34.725877,19.951363,-1,619,23,8,13,Wet season,Y,N,Wetland Flat,Forest-Woodland,Low: 0-500 m,No data or No Fire,87,7
914,s2lam006_230823,Not available,Not available,Not available,-34.3583,18.852769,15,693,23,8,23,Wet season,Y,N,Seep,Shrubland-Fynbos,Low: 0-500 m,25+ years,66,6
919,s2lam112_231031,Not near (100 m) any water,Intermediate (6-17 yrs),None,-32.24213,19.129219,13,688,23,10,31,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,17-to-25 years,20,4
913,s2lam114_231117,Not near (100 m) any water,Old (> 17 yrs),None,-34.047787,23.21088,16,725,23,11,17,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,67,2
922,s2lam042_231031,Not near (100 m) any water,Intermediate (6-17 yrs),None,-32.222782,19.116443,11,690,23,10,31,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,20,4
954,s2lam044_230622,Not available,Not available,Not available,-33.6288,22.5147,-1,991,23,6,22,Wet season,Y,N,NA,Grassland,Medium: 500-1000 m,25+ years,81,2
888,s2lam001_230815,Not available,Not available,Not available,-33.34112,21.8571,29,1137,23,8,15,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,49,8
924,s2lam137_231011,Not near (100 m) any water,"Young (burned, < 6 yrs)",None,-33.343682,22.024062,10,1261,23,10,11,Dry season,Y,Y,NA,Agriculture,High: >1000 m,6-to-12 years,49,8
896,s2lam041_231011,Within 50 m of a river or stream,Old (> 17 yrs),None,-33.986581,23.39879,25,723,23,10,11,Dry season,Y,Y,Estuary,Forest-Woodland,Low: 0-500 m,No data or No Fire,77,3
926,s2lam130_231117,Within 50 m of a river or stream,Old (> 17 yrs),Scattered to Medium,-33.761295,23.140722,9,566,23,11,17,Dry season,Y,Y,NA,Forest-Woodland,Medium: 500-1000 m,No data or No Fire,12,1
912,s2lam074_230811,Not available,Not available,Not available,-34.0479,23.210883,16,714,23,8,11,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,67,2
967,s2lam076_230622,Not available,Not available,Not available,-33.626019,22.5253,-1,1004,23,6,22,Wet season,Y,N,NA,Grassland,Medium: 500-1000 m,17-to-25 years,81,2
940,s2lam074_230711,Not available,Not available,Not available,-33.992995,22.618198,2,564,23,7,11,Wet season,Y,Y,Estuary,Wetland,Low: 0-500 m,No data or No Fire,46,3
973,s2lam098_230811,Not available,Not available,Not available,-33.932448,21.0717,-1,856,23,8,11,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,106,5
901,s2lam107_230617,Not available,Not available,Not available,-33.98111,22.7141,23,114,23,6,17,Wet season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,32,1
909,s2lam107_231130,Not near (100 m) any water,Old (> 17 yrs),Rare to Very Scattered,-33.947282,23.616674,18,849,23,11,30,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
905,s2lam152_230815,Not available,Not available,Not available,-33.8835,22.4287,21,1007,23,8,15,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,3,2
936,s2lam119_230725,Not available,Not available,Not available,-33.479639,20.5146,4,998,23,7,25,Wet season,Y,N,NA,Shrubland-Karoo,Medium: 500-1000 m,No data or No Fire,25,6
882,s2lam098_231117,In or near (25 m) wetland,Old (> 17 yrs),None,-34.704917,20.09102,32,544,23,11,17,Dry season,Y,Y,Estuary,Agriculture,Low: 0-500 m,No data or No Fire,26,8
942,s2lam022_230707,Not available,Not available,Not available,-33.67575,21.893658,1,732,23,7,7,Wet season,Y,N,NA,Grassland,Low: 0-500 m,25+ years,21,1
952,s2lam039_231026,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.52087,20.510778,-1,857,23,10,26,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,12-to-17 years,-1,-1
959,s2lam049_230712,Not available,Not available,Not available,-33.6718,22.7534,-1,854,23,7,12,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,24,7
941,s2lam079_231020,Not near (100 m) any water,Old (> 17 yrs),None,-33.993067,22.618195,2,722,23,10,20,Dry season,Y,Y,Estuary,Wetland,Low: 0-500 m,No data or No Fire,46,3
985,s2lam130_231025,Not near (100 m) any water,Old (> 17 yrs),None,-33.451892,20.853398,-1,859,23,10,25,Dry season,Y,Y,NA,Shrubland-Karoo,Medium: 500-1000 m,No data or No Fire,8,3
962,s2lam058_230811,Not available,Not available,Not available,-33.928537,21.068251,-1,854,23,8,11,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,106,5
930,s2lam072_231106,Not near (100 m) any water,"Young (burned, < 6 yrs)",None,-32.350201,19.014995,7,687,23,11,6,Dry season,Y,N,NA,Bare,Medium: 500-1000 m,1-to-6 years,62,6
887,s2lam104_230818,Not available,Not available,Not available,-33.983,23.542755,30,885,23,8,18,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
899,s2lam187_231123,Not near (100 m) any water,"Young (burned, < 6 yrs)",Rare to Very Scattered,-33.922845,19.158364,24,433,23,11,23,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,63,1
947,s2lam020_231125,In or near (25 m) wetland,Old (> 17 yrs),None,-34.729838,19.91428,-1,570,23,11,25,Dry season,Y,N,Wetland Flat,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,-1,-1
920,s2lam001_230725,Not available,Not available,Not available,-33.4944,20.704757,12,1007,23,7,25,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,10,5
971,s2lam087_230822,Not available,Not available,Not available,-33.7267,21.676281,-1,990,23,8,22,Wet season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,78,7
964,s2lam059_230826,Not available,Not available,Not available,-33.002,19.061659,-1,429,23,8,26,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,95,7
976,s2lam111_231122,Not near (100 m) any water,"Young (burned, < 6 yrs)",None,-33.626746,22.913083,-1,851,23,11,22,Dry season,Y,Y,NA,Bare,High: >1000 m,1-to-6 years,13,1
917,s2lam181_231124,Not near (100 m) any water,"Young (burned, < 6 yrs)",Rare to Very Scattered,-34.091369,18.427204,14,430,23,11,24,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
906,s2lam063_231011,In or near (25 m) wetland,Old (> 17 yrs),Dense to Closed,-34.609248,19.919375,19,554,23,10,11,Dry season,Y,Y,Wetland Flat,Agriculture,Low: 0-500 m,No data or No Fire,64,6
974,s2lam101_230811,Not available,Not available,Not available,-33.938137,21.0526,-1,845,23,8,11,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,106,5
933,s2lam114_231004,Not near (100 m) any water,"Young (burned, < 6 yrs)",None,-33.994603,22.721433,6,718,23,10,4,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,32,1
937,s2lam155_231025,Not near (100 m) any water,Old (> 17 yrs),None,-33.479613,20.514623,4,852,23,10,25,Dry season,Y,N,NA,Shrubland-Karoo,Medium: 500-1000 m,No data or No Fire,25,6
992,s2lam160_231014,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.612898,23.438863,-1,1121,23,10,14,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,16,3
877,s2lam076_231013,Within 50 m of a river or stream,Intermediate (6-17 yrs),Rare to Very Scattered,-33.361693,22.077203,35,1012,23,10,13,Dry season,Y,Y,NA,Forest-Woodland,High: >1000 m,6-to-12 years,49,8
891,s2lam126_231010,Not near (100 m) any water,Old (> 17 yrs),None,-34.803108,19.97553,28,695,23,10,10,Dry season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,34,8
983,s2lam127_231122,Not near (100 m) any water,"Young (burned, < 6 yrs)",Rare to Very Scattered,-33.640252,22.948652,-1,879,23,11,22,Dry season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,13,1
991,s2lam157_230712,Not available,Not available,Not available,-33.979535,20.8069,-1,715,23,7,12,Wet season,Y,N,NA,Forest-Woodland,Low: 0-500 m,6-to-12 years,40,4
