OBJECTID_1,SiteID,FieldWetla,FieldVeldA,FieldAlien,Latitude,Longitude,PairID,RecordingN,Year,Month,Day,Campaign,AVIRIS,LVIS,WetlandTyp,LandCoverC,ElevationC,FireClass,CLUSTER_ID,COLOR_ID
602,s2lam016_231110,Not near (100 m) any water,Old (> 17 yrs),None,-33.948201,23.163759,189,717,23,11,10,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,5,5
616,s2lam078_230705,Not available,Not available,Not available,-34.7529,19.7999,182,706,23,7,5,Wet season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,11,5
500,s2lam172_231124,Not near (100 m) any water,"Young (burned, < 6 yrs)",Rare to Very Scattered,-34.089618,18.428222,245,419,23,11,24,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
596,s2lam090_230718,Not available,Not available,Not available,-33.60309,23.353797,193,1354,23,7,18,Wet season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,85,6
540,s2lam006_230710,Not available,Not available,Not available,-34.2389,18.3864,224,575,23,7,10,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,103,3
522,s2lam136_230822,Not available,Not available,Not available,-34.4611,20.426868,234,724,23,8,22,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,25+ years,43,4
542,s2lam116_231117,In or near (25 m) wetland,Old (> 17 yrs),None,-34.710132,20.113615,223,598,23,11,17,Dry season,Y,Y,Estuary,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,26,8
551,s2lam119_230809,Not available,Not available,Not available,-33.858818,23.1842,219,717,23,8,9,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,2,8
607,s2lam096_231118,Within 50 m of a river or stream,Old (> 17 yrs),Rare to Very Scattered,-33.993034,18.390465,187,1002,23,11,18,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,83,8
609,s2lam114_231125,Not near (100 m) any water,Old (> 17 yrs),None,-33.973644,23.543231,186,566,23,11,25,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
611,s2lam190_231124,Not near (100 m) any water,"Young (burned, < 6 yrs)",Rare to Very Scattered,-34.095748,18.432478,185,426,23,11,24,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
553,s2lam084_230630,Not available,Not available,Not available,-34.6087,19.9046,218,573,23,6,30,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,64,6
624,s2lam015_230907,Not available,Not available,Not available,-33.684294,19.098062,178,994,23,9,7,Wet season,Y,N,Seep,Forest-Woodland,High: >1000 m,1-to-6 years,1,1
599,s2lam107_230718,Not available,Not available,Not available,-34.0648,22.94,192,569,23,7,18,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,6,5
591,s2lam104_231020,Within 50 m of a river or stream,Old (> 17 yrs),None,-33.977611,22.60513,196,719,23,10,20,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,46,3
549,s2lam133_231115,Not near (100 m) any water,Intermediate (6-17 yrs),Rare to Very Scattered,-34.105865,18.462606,220,610,23,11,15,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
603,s2lam040_230804,Not available,Not available,Not available,-33.9482,23.1637,189,723,23,8,4,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,5,5
517,s2lam068_230622,Not available,Not available,Not available,-33.9827,20.823,236,998,23,6,22,Wet season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,40,4
525,s2lam021_230718,Not available,Not available,Not available,-33.9835,20.832778,232,869,23,7,18,Wet season,Y,N,NA,Agriculture,Low: 0-500 m,No data or No Fire,40,4
526,s2lam110_231020,Not near (100 m) any water,Not available,None,-33.983405,20.83294,232,1024,23,10,20,Dry season,Y,N,NA,Agriculture,Low: 0-500 m,No data or No Fire,40,4
529,s2lam026_231117,Not near (100 m) any water,Old (> 17 yrs),None,-34.705907,20.118435,230,592,23,11,17,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,26,8
539,s2lam104_231103,Within 50 m of a river or stream,Old (> 17 yrs),None,-33.899795,22.942236,225,716,23,11,3,Dry season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,33,6
620,s2lam054_230705,Not available,Not available,Not available,-34.7179,19.7554,180,712,23,7,5,Wet season,Y,N,Seep,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,11,5
608,s2lam107_230819,Not available,Not available,Not available,-33.973643,23.543244,186,714,23,8,19,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
619,s2lam149_231117,Not near (100 m) any water,Old (> 17 yrs),None,-33.661717,23.12987,181,569,23,11,17,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,36,3
502,s2lam058_230725,Not available,Not available,Not available,-34.408515,20.623369,244,710,23,7,25,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,6-to-12 years,90,8
501,s2lam045_231110,Not near (100 m) any water,Intermediate (6-17 yrs),None,-34.408475,20.623218,244,720,23,11,10,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,6-to-12 years,90,8
576,s2lam097_230703,Not available,Not available,Not available,-33.99043,18.9523,204,984,23,7,3,Wet season,Y,N,NA,Forest-Woodland,Low: 0-500 m,1-to-6 years,94,1
533,s2lam137_230815,Not available,Not available,Not available,-33.343443,21.901353,228,1138,23,8,15,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,6-to-12 years,49,8
528,s2lam093_231011,Within 50 m of a river or stream,Old (> 17 yrs),None,-33.960999,23.401491,231,725,23,10,11,Dry season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,77,3
573,s2lam099_231103,Within 50 m of a river or stream,Intermediate (6-17 yrs),Rare to Very Scattered,-34.079369,18.406653,207,557,23,11,3,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
595,s2lam183_231123,Not near (100 m) any water,"Young (burned, < 6 yrs)",Rare to Very Scattered,-34.002205,19.189269,194,422,23,11,23,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,6-to-12 years,89,8
578,s2lam131_230703,Not available,Not available,Not available,-34.32354,18.9733,203,1121,23,7,3,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,12-to-17 years,105,5
556,s2lam101_231022,In or near (25 m) wetland,Intermediate (6-17 yrs),None,-34.449541,20.411946,216,572,23,10,22,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,25+ years,43,4
561,s2lam128_230725,Not available,Not available,Not available,-33.4381,20.7761,214,1014,23,7,25,Wet season,Y,N,NA,Bare,Medium: 500-1000 m,No data or No Fire,23,4
512,s2lam038_231117,Not near (100 m) any water,Old (> 17 yrs),None,-34.052768,23.211702,239,724,23,11,17,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,67,2
580,s2lam096_231107,Not near (100 m) any water,Intermediate (6-17 yrs),None,-34.353588,18.837701,202,990,23,11,7,Dry season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,66,6
583,s2lam107_231103,Within 50 m of a river or stream,Old (> 17 yrs),None,-33.88875,22.969281,201,716,23,11,3,Dry season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,33,6
622,s2lam026_230807,Not available,Not available,Not available,-34.708947,20.124182,179,572,23,8,7,Wet season,Y,Y,Estuary,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,26,8
541,s2lam071_231011,Not near (100 m) any water,Not available,Rare to Very Scattered,-34.238826,18.386401,224,1004,23,10,11,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,103,3
584,s2lam059_230704,Not available,Not available,Not available,-32.3456,19.0331,200,1276,23,7,4,Wet season,Y,N,NA,Bare,Low: 0-500 m,1-to-6 years,62,6
552,s2lam045_231011,In or near (25 m) wetland,Intermediate (6-17 yrs),Rare to Very Scattered,-34.608681,19.904656,218,555,23,10,11,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,64,6
537,s2lam088_230811,Not available,Not available,Not available,-34.0462,23.2046,226,714,23,8,11,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,67,2
557,s2lam157_230822,Not available,Not available,Not available,-34.44953,20.4119,216,704,23,8,22,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,25+ years,43,4
568,s2lam093_230829,Not available,Not available,Not available,-33.957396,23.633898,210,1145,23,8,29,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
613,s2lam089_231031,Not near (100 m) any water,Intermediate (6-17 yrs),None,-32.252083,19.13474,184,688,23,10,31,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,20,4
527,s2lam041_230703,Not available,Not available,Not available,-33.961,23.4015,231,569,23,7,3,Wet season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,77,3
571,s2lam027_230710,Not available,Not available,Not available,-34.3209,18.4561,209,570,23,7,10,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,96,4
521,s2lam058_231022,Not near (100 m) any water,Intermediate (6-17 yrs),None,-34.4611,20.426916,234,574,23,10,22,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,25+ years,43,4
614,s2lam047_230807,Not available,Not available,Not available,-33.1388,18.099452,183,1133,23,8,7,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,48,6
601,s2lam040_231117,Not near (100 m) any water,Old (> 17 yrs),None,-34.078025,23.226762,190,720,23,11,17,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,67,2
566,s2lam041_230818,Not available,Not available,Not available,-33.985949,23.5464,211,886,23,8,18,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
621,s2lam063_231016,In or near (25 m) wetland,Intermediate (6-17 yrs),None,-34.71771,19.755347,180,566,23,10,16,Dry season,Y,N,Seep,Water,Low: 0-500 m,No data or No Fire,11,5
535,s2lam159_231122,Within 50 m of a river or stream,"Young (burned, < 6 yrs)",None,-33.622495,22.92673,227,860,23,11,22,Dry season,Y,Y,NA,Grassland,High: >1000 m,1-to-6 years,13,1
555,s2lam179_231124,Not near (100 m) any water,"Young (burned, < 6 yrs)",None,-34.097004,18.426633,217,441,23,11,24,Dry season,Y,Y,Seep,Grassland,Low: 0-500 m,No data or No Fire,30,1
577,s2lam134_231027,Within 50 m of a river or stream,"Young (burned, < 6 yrs)",Rare to Very Scattered,-33.990359,18.952424,204,1000,23,10,27,Dry season,Y,N,NA,Forest-Woodland,Low: 0-500 m,1-to-6 years,94,1
597,s2lam137_231003,Within 50 m of a river or stream,Old (> 17 yrs),None,-33.603022,23.353827,193,819,23,10,3,Dry season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,85,6
507,s2lam016_231125,Within 50 m of a river or stream,Old (> 17 yrs),Rare to Very Scattered,-33.969426,23.563199,241,582,23,11,25,Dry season,Y,Y,Estuary,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
564,s2lam105_230807,Not available,Not available,Not available,-34.6949,20.148057,212,574,23,8,7,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,26,8
538,s2lam016_230725,Not available,Not available,Not available,-33.8999,22.9422,225,1008,23,7,25,Wet season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,33,6
524,s2lam107_230829,Not available,Not available,Not available,-33.965325,23.585821,233,1136,23,8,29,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
579,s2lam138_231130,Not near (100 m) any water,Intermediate (6-17 yrs),None,-34.323467,18.973355,203,605,23,11,30,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,12-to-17 years,105,5
548,s2lam051_230710,Not available,Not available,Not available,-34.105866,18.462608,220,571,23,7,10,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
506,s2lam114_231103,Not near (100 m) any water,Old (> 17 yrs),None,-33.917207,22.962508,242,716,23,11,3,Dry season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,33,6
565,s2lam123_231117,Not near (100 m) any water,Intermediate (6-17 yrs),None,-34.694868,20.148072,212,577,23,11,17,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,26,8
569,s2lam093_231130,Not near (100 m) any water,Intermediate (6-17 yrs),Scattered to Medium,-33.957443,23.633887,210,844,23,11,30,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
519,s2lam015_231118,Within 50 m of a river or stream,Old (> 17 yrs),Rare to Very Scattered,-33.996339,18.392637,235,1000,23,11,18,Dry season,Y,Y,Floodplain,Forest-Woodland,Low: 0-500 m,No data or No Fire,83,8
559,s2lam027_231127,Not near (100 m) any water,Old (> 17 yrs),None,-33.247096,18.19386,215,2151,23,11,27,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,29,6
503,s2lam058_231010,Not near (100 m) any water,Old (> 17 yrs),None,-34.815375,19.96855,243,664,23,10,10,Dry season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,34,8
536,s2lam074_231117,Not near (100 m) any water,Old (> 17 yrs),None,-34.046231,23.204539,226,725,23,11,17,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,67,2
610,s2lam086_230702,Not available,Not available,Not available,-34.0958,18.4324,185,584,23,7,2,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
504,s2lam129_230812,Not available,Not available,Not available,-34.8154,19.968568,243,713,23,8,12,Wet season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,34,8
511,s2lam016_230811,Not available,Not available,Not available,-34.0527,23.211653,239,714,23,8,11,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,67,2
523,s2lam104_231130,Not near (100 m) any water,Old (> 17 yrs),None,-33.965346,23.58584,233,860,23,11,30,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
593,s2lam114_230829,Not available,Not available,Not available,-33.935932,23.600548,195,1156,23,8,29,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
547,s2lam088_231110,Not near (100 m) any water,Old (> 17 yrs),None,-33.957074,23.149438,221,718,23,11,10,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,5,5
516,s2lam087_230714,Not available,Not available,Not available,-33.735136,21.9351,237,994,23,7,14,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,52,8
531,s2lam131_231203,Not near (100 m) any water,Old (> 17 yrs),None,-33.585553,23.397605,229,1858,23,12,3,Dry season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,16,3
615,s2lam134_231128,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.138748,18.099447,183,1282,23,11,28,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,48,6
589,s2lam118_230809,Not available,Not available,Not available,-33.753,23.167355,198,749,23,8,9,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,12,1
623,s2lam058_231117,Within 50 m of a river or stream,Intermediate (6-17 yrs),None,-34.708955,20.124135,179,588,23,11,17,Dry season,Y,Y,Estuary,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,26,8
545,s2lam050_230812,Not available,Not available,Not available,-32.273159,19.16281,222,1457,23,8,12,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,17-to-25 years,60,5
574,s2lam131_231014,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.621608,23.448027,205,1121,23,10,14,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,16,3
563,s2lam099_230808,Not available,Not available,Not available,-33.2226,18.1079,213,876,23,8,8,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,39,1
513,s2lam119_230713,Not available,Not available,Not available,-33.309743,22.04615,238,843,23,7,13,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,12-to-17 years,49,8
606,s2lam051_230820,Not available,Not available,Not available,-33.993,18.390463,187,988,23,8,20,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,83,8
598,s2lam079_231027,Not near (100 m) any water,Intermediate (6-17 yrs),Scattered to Medium,-34.064742,22.940053,192,723,23,10,27,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,6,5
562,s2lam010_231127,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.222572,18.107852,213,1280,23,11,27,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,39,1
581,s2lam113_230822,Not available,Not available,Not available,-34.3536,18.8377,202,844,23,8,22,Wet season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,66,6
582,s2lam088_230725,Not available,Not available,Not available,-33.888828,22.969278,201,1011,23,7,25,Wet season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,33,6
518,s2lam141_231020,Not near (100 m) any water,Old (> 17 yrs),Rare to Very Scattered,-33.982821,20.822915,236,1016,23,10,20,Dry season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,40,4
510,s2lam082_230714,Not available,Not available,Not available,-33.697213,21.921066,240,988,23,7,14,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,21,1
567,s2lam041_231125,Not near (100 m) any water,Old (> 17 yrs),None,-33.985965,23.546416,211,594,23,11,25,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
570,s2lam006_231011,Not near (100 m) any water,Not available,Rare to Very Scattered,-34.320883,18.456095,209,373,23,10,11,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,96,4
550,s2lam111_231117,Not near (100 m) any water,Not available,Dense to Closed,-33.858808,23.184257,219,565,23,11,17,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,2,8
617,s2lam101_231016,In or near (25 m) wetland,Intermediate (6-17 yrs),Rare to Very Scattered,-34.753287,19.799897,182,563,23,10,16,Dry season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,11,5
604,s2lam069_231010,Not near (100 m) any water,Old (> 17 yrs),None,-33.922692,19.897375,188,1007,23,10,10,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,58,2
509,s2lam032_231010,Not available,Not available,Not available,-33.697195,21.921011,240,1011,23,10,10,Dry season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,21,1
590,s2lam040_230711,Not available,Not available,Not available,-33.9776,22.6051,196,559,23,7,11,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,46,3
594,s2lam055_230705,Not available,Not available,Not available,-34.0022,19.189283,194,592,23,7,5,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,6-to-12 years,89,8
534,s2lam078_230605,Not available,Not available,Not available,-33.6223,22.9266,227,225,23,6,5,Wet season,Y,Y,NA,Grassland,High: >1000 m,1-to-6 years,13,1
588,s2lam044_231117,Not near (100 m) any water,Intermediate (6-17 yrs),Scattered to Medium,-33.752953,23.167333,198,566,23,11,17,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,12,1
514,s2lam159_231013,In or near (10 m) seep,Old (> 17 yrs),None,-33.30974,22.04608,238,968,23,10,13,Dry season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,12-to-17 years,49,8
592,s2lam079_231130,Not near (100 m) any water,Old (> 17 yrs),None,-33.935994,23.600517,195,851,23,11,30,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
554,s2lam065_230702,Not available,Not available,Not available,-34.097,18.4266,217,583,23,7,2,Wet season,Y,Y,Seep,Grassland,Low: 0-500 m,No data or No Fire,30,1
532,s2lam111_231005,Not near (100 m) any water,Old (> 17 yrs),None,-33.343473,21.901438,228,846,23,10,5,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,6-to-12 years,49,8
605,s2lam148_230727,Not available,Not available,Not available,-33.923047,19.89727,188,997,23,7,27,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,58,2
515,s2lam022_231010,Not available,Not available,Not available,-33.73512,21.935096,237,1007,23,10,10,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,52,8
520,s2lam110_230820,Not available,Not available,Not available,-33.9964,18.392588,235,1004,23,8,20,Wet season,Y,Y,Floodplain,Forest-Woodland,Low: 0-500 m,No data or No Fire,83,8
587,s2lam080_231108,Not near (100 m) any water,Intermediate (6-17 yrs),Rare to Very Scattered,-34.353868,18.854214,199,1005,23,11,8,Dry season,Y,N,Seep,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,66,6
600,s2lam038_230811,Not available,Not available,Not available,-34.0779,23.2267,190,713,23,8,11,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,67,2
612,s2lam042_230812,Not available,Not available,Not available,-32.2518,19.135,184,1456,23,8,12,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,20,4
558,s2lam003_230807,Not available,Not available,Not available,-33.2471,18.193872,215,999,23,8,7,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,29,6
618,s2lam060_230809,Not available,Not available,Not available,-33.6617,23.129875,181,706,23,8,9,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,36,3
575,s2lam158_230717,Not available,Not available,Not available,-33.6216,23.448,205,1432,23,7,17,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,16,3
505,s2lam114_230725,Not available,Not available,Not available,-33.917271,22.962437,242,1008,23,7,25,Wet season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,33,6
546,s2lam088_230804,Not available,Not available,Not available,-33.9571,23.149367,221,724,23,8,4,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,5,5
560,s2lam118_231025,Not near (100 m) any water,Not available,None,-33.438007,20.776108,214,869,23,10,25,Dry season,Y,N,NA,Bare,Medium: 500-1000 m,No data or No Fire,23,4
572,s2lam086_230717,Not available,Not available,Not available,-34.0793,18.4066,207,1159,23,7,17,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
585,s2lam175_231122,Not near (100 m) any water,"Young (burned, < 6 yrs)",Rare to Very Scattered,-32.345544,19.033037,200,436,23,11,22,Dry season,Y,N,NA,Bare,Low: 0-500 m,1-to-6 years,62,6
544,s2lam046_231031,Within 50 m of a river or stream,Old (> 17 yrs),None,-32.27318,19.162812,222,689,23,10,31,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,17-to-25 years,60,5
543,s2lam126_230807,Not available,Not available,Not available,-34.710142,20.1136,223,572,23,8,7,Wet season,Y,Y,Estuary,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,26,8
530,s2lam121_230807,Not available,Not available,Not available,-34.7059,20.1184,230,573,23,8,7,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,26,8
736,s2lam063_230807,Not available,Not available,Not available,-34.7065,20.127072,113,573,23,8,7,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,26,8
637,s2lam162_230714,Not available,Not available,Not available,-33.6911,21.907667,171,988,23,7,14,Wet season,Y,N,NA,Shrubland,Medium: 500-1000 m,1-to-6 years,21,1
671,s2lam161_230820,Not available,Not available,Not available,-34.7283,19.6803,151,858,23,8,20,Wet season,Y,N,Seep,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,54,7
679,s2lam112_230826,Not available,Not available,Not available,-33.021316,19.052,146,709,23,8,26,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,95,7
640,s2lam050_230826,Not available,Not available,Not available,-32.9965,19.0597,169,732,23,8,26,Wet season,Y,Y,Seep,Wetland,Medium: 500-1000 m,1-to-6 years,95,7
644,s2lam052_231128,Not near (100 m) any water,Intermediate (6-17 yrs),Rare to Very Scattered,-33.201803,18.140404,166,1204,23,11,28,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,28,4
710,s2lam003_230823,Not available,Not available,Not available,-34.353166,18.900439,128,607,23,8,23,Wet season,Y,N,NA,Grassland,Low: 0-500 m,1-to-6 years,66,6
741,s2lam157_231009,Within 50 m of a river or stream,Old (> 17 yrs),Rare to Very Scattered,-34.07735,20.454643,111,1010,23,10,9,Dry season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,98,2
738,s2lam060_231013,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.36309,22.09116,112,1016,23,10,13,Dry season,Y,Y,NA,Agriculture,High: >1000 m,6-to-12 years,49,8
629,s2lam131_230809,Not available,Not available,Not available,-33.8674,23.173,176,713,23,8,9,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,2,8
742,s2lam016_230804,Not available,Not available,Not available,-33.96064,23.164054,110,724,23,8,4,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,5,5
744,s2lam006_231103,Within 50 m of a river or stream,Intermediate (6-17 yrs),Rare to Very Scattered,-34.077538,18.406369,109,551,23,11,3,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,30,1
667,s2lam092_231025,In or near (10 m) seep,Intermediate (6-17 yrs),None,-32.982373,19.056155,153,676,23,10,25,Dry season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,12-to-17 years,95,7
699,s2lam122_231010,Not available,Not available,Not available,-33.725984,21.9382,134,1009,23,10,10,Dry season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,52,8
732,s2lam038_231020,Within 50 m of a river or stream,Old (> 17 yrs),None,-33.978564,22.60933,115,719,23,10,20,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,46,3
700,s2lam076_231117,Not near (100 m) any water,Old (> 17 yrs),None,-33.661817,23.131625,133,569,23,11,17,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,36,3
715,s2lam149_231005,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.342833,21.889732,126,850,23,10,5,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,6-to-12 years,49,8
